unnamed0,order,pID,msSubclass,msZoning,lotFrontage,lotArea,street,alley,lotShape,landContour,utilities,lotConfig,landSlope,neighborhood,condition1,condition2,bldgType,houseStyle,overallQual,overallCond,yearBuilt,yearRemodAdd,roofStyle,roofMatl,exterior1st,exterior2nd,masVnrType,masVnrArea,exterQual,exterCond,foundation,bsmtQual,bsmtCond,bsmtExposure,bsmtfinType1,bsmtfinSf1,bsmtfinType2,bsmtfinSf2,bsmtUnfSf,totalBsmtSf,heating,heatingQc,centralAir,electrical,1stFlrSf,2ndFlrSf,lowQualFinSf,grLivArea,bsmtFullBath,bsmtHalfBath,fullBath,halfBath,bedroomAbvgr,kitchenAbvgr,kitchenQual,totrmsAbvgrd,functional,fireplaces,fireplaceQu,garageType,garageYrBlt,garageFinish,garageCars,garageArea,garageQual,garageCond,pavedDrive,woodDeckSf,openPorchSf,enclosedPorch,3ssnPorch,screenPorch,poolQc,fence,miscFeature,miscVal,moSold,yrSold,saleType,saleCondition,salePrice,houseAge,yearsSinceRemod,isRemodeled,totalSf,totalBathrooms,totalPorchSf,qualityAreaInt,isPeakSeason,hasPool,hasFireplace,hasGarage
34,35,527453150,4.795790545596741,RL,3.2188758248682006,7.732369222284388,Pave,None,3,Lvl,AllPub,FR2,2,NPkVill,Norm,Norm,Twnhs,1Story,7,6,1975,1975,Gable,CompShg,Plywood,Brk Cmn,None,0.0,3,3,CBlock,4,3,1,Unf,0.0,Unf,0.0,6.729824070489475,836.0,GasA,5,Y,SBrkr,6.729824070489475,0.0,0.0,6.729824070489475,0.0,0.0,1,0,2,0.6931471805599453,3,4,7,0,None,Attchd,7.588829878307813,1,1.0,308.0,3,3,2,0.0,3.4339872044851463,0.0,0.0,0.0,0,0.0,None,0.0,6,2010,WD ,Normal,11.695255355062795,35,35,0,842.7298240704895,1.0,3.4339872044851463,47.108768493426325,1,0,0,1
35,36,527454200,5.081404364984463,RL,3.2188758248682006,7.732369222284388,Pave,None,3,Lvl,AllPub,Inside,2,NPkVill,Norm,Norm,Twnhs,2Story,6,5,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,0.0,3,3,CBlock,4,3,1,ALQ,5.7430031878094825,Unf,0.0,6.300785794663244,855.0,GasA,2,Y,SBrkr,6.752270376141742,6.400257445308821,0.0,7.284134806195205,0.0,0.0,2,1,3,0.6931471805599453,3,7,7,1,TA,Attchd,7.590346945602565,1,2.0,440.0,3,3,2,3.295836866004329,0.0,0.0,0.0,0.0,0,0.0,None,0.0,7,2010,WD ,Normal,11.891368749982085,32,32,0,862.2841348061952,2.5,0.0,43.70480883717123,1,0,1,1
36,37,528108120,4.110873864173311,RL,4.634728988229636,9.461799234270439,Pave,None,2,Lvl,AllPub,Inside,2,NridgHt,Norm,Norm,1Fam,2Story,9,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,5.093750200806762,5,3,PConc,5,3,1,Unf,0.0,Unf,0.0,7.372118028337787,1590.0,GasA,5,Y,SBrkr,7.395107546562485,6.56244409369372,0.0,7.755767170102998,0.0,0.0,2,1,3,0.6931471805599453,5,10,7,1,Gd,Attchd,7.605890001053122,3,3.0,751.0,3,3,2,4.976733742420574,4.897839799950911,0.0,0.0,0.0,0,0.0,None,0.0,1,2010,New,Partial,12.837777839071741,1,0,1,1597.755767170103,2.5,4.897839799950911,69.80190453092698,0,0,1,1
37,38,528112020,3.044522437723423,RL,4.59511985013459,9.348274558065496,Pave,None,3,Lvl,AllPub,Inside,2,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,5.303304908059076,4,3,PConc,5,3,1,GLQ,7.105786129481271,Unf,0.0,6.18826412308259,1704.0,GasA,5,Y,SBrkr,7.4413203897176174,0.0,0.0,7.4413203897176174,1.0,0.0,2,0,3,0.6931471805599453,4,7,7,1,Gd,Attchd,7.605392364814935,2,3.0,772.0,3,3,2,0.0,3.9318256327243257,0.0,0.0,0.0,0,0.0,None,0.0,5,2010,WD ,Normal,12.631343648903034,3,2,1,1711.4413203897177,3.0,3.9318256327243257,59.53056311774094,1,0,1,1
38,39,528120060,3.044522437723423,RL,4.430816798843313,9.226213721132472,Pave,None,2,Lvl,AllPub,Inside,2,NridgHt,Norm,Norm,1Fam,1Story,9,5,2009,2010,Hip,CompShg,VinylSd,VinylSd,Stone,6.111467339502679,5,3,PConc,5,3,3,GLQ,7.4067107301776405,Unf,0.0,5.652489180268651,1930.0,GasA,5,Y,SBrkr,7.57095858316901,0.0,0.0,7.57095858316901,1.0,0.0,2,1,3,0.6931471805599453,5,8,7,1,Gd,Attchd,7.606387389772652,3,3.0,606.0,3,3,2,5.1298987149230735,4.564348191467836,0.0,0.0,0.0,0,0.0,None,0.0,4,2010,New,Partial,12.887129532148373,1,0,1,1937.570958583169,3.5,4.564348191467836,68.13862724852109,1,0,1,1
39,40,528120090,3.044522437723423,RL,4.553876891600541,9.46374151045109,Pave,None,2,Lvl,AllPub,Corner,2,NridgHt,Norm,Norm,1Fam,1Story,8,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,5.54907608489522,4,3,PConc,4,3,1,Unf,0.0,Unf,0.0,7.3427791893318455,1544.0,GasA,5,Y,SBrkr,7.3427791893318455,0.0,0.0,7.3427791893318455,0.0,0.0,2,0,3,0.6931471805599453,4,7,7,0,None,Attchd,7.605890001053122,2,3.0,868.0,3,3,2,0.0,3.58351893845611,0.0,0.0,0.0,0,0.0,None,0.0,6,2010,New,Partial,12.580879213573434,1,0,1,1551.3427791893318,2.0,3.58351893845611,58.742233514654764,1,0,0,1
40,41,528120100,3.044522437723423,RL,4.564348191467836,9.407796816354407,Pave,None,3,Lvl,AllPub,Corner,2,NridgHt,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.424950017481403,4,3,PConc,4,3,2,BLQ,7.091742115095153,Unf,0.0,5.831882477283517,1541.0,GasA,5,Y,SBrkr,7.340835554123275,0.0,0.0,7.340835554123275,0.0,0.0,2,0,3,0.6931471805599453,4,7,7,1,Gd,Attchd,7.603897968521881,2,2.0,532.0,3,3,2,0.0,4.2626798770413155,0.0,0.0,0.0,0,0.0,None,0.0,5,2010,New,Partial,12.301387370778713,5,5,0,1548.3408355541233,2.0,4.2626798770413155,51.38584887886292,1,0,1,1
41,42,528120120,3.044522437723423,RL,4.51085950651685,9.351926736038054,Pave,None,3,Lvl,AllPub,Inside,2,NridgHt,PosN,Norm,1Fam,1Story,9,5,2005,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,6.423246963533519,4,3,PConc,5,3,1,GLQ,4.709530201312334,Unf,0.0,7.370860166536716,1698.0,GasA,5,Y,SBrkr,7.4377951216719325,0.0,0.0,7.4377951216719325,0.0,0.0,2,0,3,0.6931471805599453,5,7,7,1,Gd,Attchd,7.603897968521881,3,3.0,730.0,3,3,2,5.262690188904886,4.31748811353631,0.0,0.0,0.0,0,0.0,None,0.0,6,2010,WD ,Normal,12.524530013005734,5,5,0,1705.437795121672,2.0,4.31748811353631,66.9401560950474,1,0,1,1
42,43,528138020,3.044522437723423,RL,4.382026634673881,9.555559953069064,Pave,None,2,Lvl,AllPub,Inside,2,NridgHt,Norm,Norm,1Fam,1Story,8,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,BrkFace,5.484796933490655,4,3,PConc,5,3,1,GLQ,3.367295829986474,Unf,0.0,7.492760300922379,1822.0,GasA,5,Y,SBrkr,7.508238774678663,0.0,0.0,7.508238774678663,0.0,0.0,2,0,3,0.6931471805599453,5,8,7,1,Gd,Attchd,7.603897968521881,2,3.0,678.0,3,3,2,0.0,4.787491742782046,0.0,0.0,0.0,0,0.0,None,0.0,2,2010,WD ,Normal,12.464587201678082,5,4,1,1829.5082387746786,2.0,4.787491742782046,60.065910197429304,0,0,1,1
43,44,528138060,3.044522437723423,RL,4.2626798770413155,9.227394126542011,Pave,None,2,Lvl,AllPub,Inside,2,NridgHt,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.1298987149230735,4,3,PConc,4,3,1,GLQ,1.0986122886681098,Unf,0.0,7.323830566202317,1517.0,GasA,5,Y,SBrkr,7.336936913707618,0.0,0.0,7.336936913707618,0.0,0.0,2,0,3,0.6931471805599453,4,7,7,0,None,Attchd,7.60339933974067,2,2.0,532.0,3,3,2,0.0,0.0,0.0,0.0,0.0,0,0.0,None,0.0,3,2010,WD ,Normal,12.273735966890268,6,6,0,1524.3369369137076,2.0,0.0,51.358558395953324,0,0,0,1
44,45,528150070,3.044522437723423,RL,4.61512051684126,9.466531777336593,Pave,None,2,Lvl,AllPub,Inside,2,NridgHt,Norm,Norm,1Fam,1Story,9,5,2009,2010,Hip,CompShg,VinylSd,VinylSd,Stone,6.634633357861686,5,3,PConc,5,3,4,GLQ,7.691200097522863,Unf,0.0,4.962844630259907,2330.0,GasA,5,Y,SBrkr,7.768533300926033,0.0,0.0,7.768533300926033,1.0,0.0,2,1,2,0.6931471805599453,5,11,7,2,Gd,Attchd,7.605890001053122,3,3.0,820.0,3,3,2,0.0,4.219507705176107,0.0,0.0,0.0,0,0.0,None,0.0,3,2010,New,Partial,13.323928581764989,1,0,1,2337.768533300926,3.5,4.219507705176107,69.9167997083343,0,0,1,1
45,46,528175010,4.795790545596741,RL,3.8066624897703196,8.759668671029939,Pave,None,2,Lvl,AllPub,Inside,2,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,4.859812404361672,4,3,PConc,4,3,2,GLQ,6.598509028614515,Unf,0.0,6.439350371100098,1358.0,GasA,5,Y,SBrkr,7.214504414151143,0.0,0.0,7.214504414151143,1.0,0.0,2,0,2,0.6931471805599453,4,6,7,1,Gd,Attchd,7.606387389772652,2,2.0,484.0,3,3,2,5.262690188904886,3.58351893845611,0.0,0.0,0.0,0,0.0,None,0.0,6,2010,New,Partial,12.319405795112926,1,0,1,1365.2145044141512,3.0,3.58351893845611,50.501530899058004,1,0,1,1
46,47,528176010,3.044522437723423,RL,4.709530201312334,9.568084743872936,Pave,None,3,HLS,AllPub,Inside,1,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,6.999422467507961,5,3,PConc,5,3,4,GLQ,7.2254814727822945,Unf,0.0,7.295735072749282,2846.0,GasA,5,Y,SBrkr,7.89989532313973,0.0,0.0,7.89989532313973,1.0,0.0,2,1,3,0.6931471805599453,5,10,7,2,Gd,Attchd,7.602900462204755,3,3.0,958.0,3,3,2,5.3981627015177525,5.017279836814924,0.0,0.0,0.0,0,0.0,None,0.0,6,2010,WD ,Normal,13.122365377402328,7,6,1,2853.89989532314,3.5,5.017279836814924,71.09905790825756,1,0,1,1
47,48,528176070,4.110873864173311,RL,4.663439094112067,9.521568058002977,Pave,None,3,Lvl,AllPub,Corner,2,NridgHt,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.4510384535657,4,3,PConc,4,3,4,GLQ,6.361302477572996,Unf,0.0,6.9975959829819265,1671.0,GasA,5,Y,SBrkr,7.431299675155903,6.335054251498059,0.0,7.719129840906732,1.0,0.0,2,1,3,0.6931471805599453,4,7,7,1,Ex,Attchd,7.602401335665818,3,3.0,756.0,3,3,2,5.476463551931511,4.875197323201151,0.0,0.0,0.0,0,0.0,None,0.0,6,2010,WD ,Normal,12.676079399771027,8,8,0,1678.7191298409068,3.5,4.875197323201151,61.75303872725386,1,0,1,1
48,49,528180070,4.795790545596741,RL,4.127134385045092,8.943636705909594,Pave,None,3,Lvl,AllPub,Inside,2,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,6.023447592961033,5,3,PConc,5,3,1,GLQ,6.124683390894205,Unf,0.0,7.167809184316444,1752.0,GasA,5,Y,SBrkr,7.469083884921234,0.0,0.0,7.469083884921234,1.0,0.0,2,0,2,0.6931471805599453,5,6,7,1,Gd,Attchd,7.603897968521881,2,2.0,576.0,3,3,2,5.2832037287379885,4.418840607796598,0.0,0.0,0.0,0,0.0,None,0.0,2,2010,WD ,Normal,12.675766851909591,5,5,0,1759.4690838849212,3.0,4.418840607796598,67.22175496429111,0,0,1,1
49,50,528181050,4.795790545596741,RL,3.7376696182833684,8.872487182278038,Pave,None,2,Lvl,AllPub,Inside,2,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,5.187385805840755,4,3,PConc,4,3,2,GLQ,3.2188758248682006,Unf,0.0,7.205635176410364,1370.0,GasA,5,Y,SBrkr,7.223295679562314,0.0,0.0,7.223295679562314,0.0,0.0,2,0,2,0.6931471805599453,4,6,7,1,Gd,Attchd,7.604396348796338,2,2.0,484.0,3,3,2,4.795790545596741,3.912023005428146,0.0,0.0,0.0,0,0.0,None,0.0,4,2010,WD ,Normal,12.230770136157428,4,4,0,1377.2232956795624,2.0,3.912023005428146,57.786365436498514,1,0,1,1
50,51,528188120,5.081404364984463,RL,3.6109179126442243,7.874358824729881,Pave,None,3,Lvl,AllPub,Inside,2,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,4.672828834461906,4,3,PConc,4,3,1,Unf,0.0,Unf,0.0,6.639875833826536,764.0,GasA,5,Y,SBrkr,6.639875833826536,6.760414691083428,0.0,7.394493107219038,0.0,0.0,2,1,2,0.6931471805599453,4,6,7,0,None,BuiltIn,7.602900462204755,2,2.0,474.0,3,3,2,0.0,3.332204510175204,0.0,0.0,0.0,0,0.0,None,0.0,6,2010,WD ,Normal,12.075400019877522,7,7,0,771.3944931072191,2.5,3.332204510175204,51.76145175053327,1,0,0,1
51,52,528218150,3.044522437723423,RL,4.61512051684126,9.825255704266555,Pave,None,2,Lvl,AllPub,Corner,2,Gilbert,Norm,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,Unf,0.0,Unf,0.0,7.1891677384203225,1324.0,GasA,5,Y,SBrkr,7.1891677384203225,0.0,0.0,7.1891677384203225,0.0,0.0,2,0,3,0.6931471805599453,4,6,7,0,None,Attchd,7.603897968521881,3,2.0,430.0,3,3,2,3.6109179126442243,3.1780538303479458,0.0,0.0,0.0,0,0.0,None,0.0,1,2010,WD ,Normal,12.20357452783082,5,5,0,1331.1891677384203,2.0,3.1780538303479458,43.13500643052193,0,0,0,1
52,53,528228285,4.795790545596741,RL,3.784189633918261,8.07215530818825,Pave,None,3,Lvl,AllPub,Inside,2,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,2.70805020110221,4,3,PConc,4,3,3,GLQ,2.833213344056216,Unf,0.0,7.029972911706386,1145.0,GasA,5,Y,SBrkr,7.044032897274685,0.0,0.0,7.044032897274685,0.0,0.0,2,0,2,0.6931471805599453,4,6,7,0,None,Attchd,7.604396348796338,3,2.0,437.0,3,3,2,4.61512051684126,4.762173934797756,0.0,0.0,0.0,0,0.0,None,0.0,1,2010,WD ,Normal,11.982935344196433,4,4,0,1152.0440328972747,2.0,4.762173934797756,49.3082302809228,0,0,0,1
53,54,528228440,4.795790545596741,RL,3.784189633918261,8.065579427282092,Pave,None,3,Lvl,AllPub,Inside,2,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,2.833213344056216,4,3,PConc,4,3,1,GLQ,3.2188758248682006,Unf,0.0,7.117205503164344,1256.0,GasA,5,Y,SBrkr,7.146772179452637,0.0,0.0,7.146772179452637,0.0,0.0,2,0,2,0.6931471805599453,4,6,7,1,TA,Attchd,7.60339933974067,3,2.0,430.0,3,3,2,4.990432586778736,3.044522437723423,0.0,0.0,4.976733742420574,0,0.0,None,0.0,4,2010,WD ,Normal,12.165255859329688,6,5,1,1263.1467721794527,2.0,8.021256180143997,57.1741774356211,1,0,1,1
54,55,528231020,4.394449154672439,RL,4.219507705176107,9.495594499353297,Pave,None,2,Lvl,AllPub,Inside,2,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,GLQ,5.7899601708972535,Unf,0.0,4.07753744390572,384.0,GasA,5,Y,SBrkr,6.61338421837956,6.447305862541213,0.0,7.226209010100671,1.0,0.0,2,1,3,0.6931471805599453,4,7,7,1,Gd,BuiltIn,7.60339933974067,3,2.0,400.0,3,3,2,4.61512051684126,0.0,0.0,0.0,0.0,0,0.0,None,0.0,6,2010,WD ,Normal,12.12541016250223,6,6,0,391.22620901010066,3.5,0.0,50.583463070704695,1,0,1,1
55,56,528240070,4.110873864173311,RL,4.174387269895637,8.968523555396352,Pave,None,3,Lvl,AllPub,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,GLQ,6.439350371100098,Unf,0.0,5.4638318050256105,860.0,GasA,5,Y,SBrkr,6.7580945044277305,7.00397413672268,0.0,7.581209826196346,1.0,0.0,2,1,4,0.6931471805599453,4,8,7,2,TA,BuiltIn,7.602401335665818,3,2.0,440.0,3,3,2,5.666426688112432,3.8918202981106265,0.0,0.0,0.0,0,0.0,None,0.0,5,2010,WD ,Normal,12.285350445351659,8,8,0,867.5812098261963,3.5,3.8918202981106265,45.48725895717808,1,0,1,1
56,57,528240130,4.110873864173311,RL,4.1588830833596715,9.056956065076825,Pave,None,2,Lvl,AllPub,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,Unf,0.0,Unf,0.0,6.742880635791903,847.0,GasA,5,Y,SBrkr,6.742880635791903,6.787844982309579,0.0,7.458186157340487,0.0,0.0,2,1,3,0.6931471805599453,4,7,7,1,Gd,BuiltIn,7.60339933974067,3,2.0,433.0,3,3,2,4.976733742420574,3.8918202981106265,0.0,0.0,0.0,0,0.0,None,0.0,4,2010,WD ,Normal,12.12859206945914,6,6,0,854.4581861573405,2.5,3.8918202981106265,52.20730310138341,1,0,1,1
57,58,528250100,4.394449154672439,RL,4.174387269895637,8.955577146281511,Pave,None,2,Lvl,AllPub,Inside,2,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,GLQ,5.5254529391317835,Unf,0.0,4.90527477843843,384.0,GasA,5,Y,SBrkr,6.652863029353347,6.48768401848461,0.0,7.266128779556451,0.0,0.0,2,1,3,0.6931471805599453,3,7,7,1,TA,BuiltIn,7.601402334583733,3,2.0,400.0,3,3,2,5.198497031265826,0.0,0.0,0.0,0.0,0,0.0,None,0.0,4,2010,WD ,Normal,12.100717685412471,10,10,0,391.2661287795564,2.5,0.0,50.86290145689515,1,0,1,1
58,59,528292020,4.110873864173311,RL,4.174387269895637,9.159678457173955,Pave,None,2,Lvl,AllPub,CulDSac,2,Gilbert,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.198497031265826,4,3,PConc,4,3,1,Unf,0.0,Unf,0.0,6.785587645007929,884.0,GasA,5,Y,SBrkr,6.785587645007929,7.049254841255837,0.0,7.618742377670413,0.0,0.0,2,1,3,0.6931471805599453,4,8,7,1,Gd,BuiltIn,7.601901959875166,3,2.0,434.0,3,3,2,4.976733742420574,3.8918202981106265,0.0,0.0,0.0,0,0.0,None,0.0,5,2010,WD ,Normal,12.312686874960354,9,9,0,891.6187423776704,2.5,3.8918202981106265,53.33119664369289,1,0,1,1
59,60,528328100,4.110873864173311,RL,4.6913478822291435,9.6006918422743,Pave,None,2,Lvl,AllPub,Corner,2,NoRidge,Norm,Norm,1Fam,2Story,9,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.111987788356544,4,3,PConc,4,3,1,Unf,0.0,Unf,0.0,7.2399325913204695,1393.0,GasA,5,Y,SBrkr,7.260522598089852,7.071573364211532,0.0,7.8632667240095735,0.0,0.0,2,1,4,0.6931471805599453,4,10,7,1,TA,BuiltIn,7.600902459542082,3,3.0,779.0,3,3,2,6.505784060128229,3.4339872044851463,0.0,0.0,0.0,0,0.0,None,0.0,5,2010,WD ,Normal,12.716405147731708,11,11,0,1400.8632667240095,2.5,3.4339872044851463,70.76940051608616,1,0,1,1
60,61,528344070,4.110873864173311,RL,4.110873864173311,9.76617760157152,Pave,None,1,Lvl,AllPub,CulDSac,2,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,4.74493212836325,4,3,PConc,5,3,1,Unf,0.0,Unf,0.0,7.396335293800808,1629.0,GasA,5,Y,SBrkr,7.406103381237015,6.7226297948554485,0.0,7.814399633804487,0.0,0.0,2,1,4,0.6931471805599453,4,7,7,1,TA,Attchd,7.6004023345004,3,3.0,962.0,3,3,2,3.1780538303479458,5.153291594497779,0.0,0.0,5.54907608489522,0,0.0,None,0.0,1,2010,WD ,Normal,12.779875885354993,12,12,0,1636.8143996338044,2.5,10.702367679393,62.515197070435896,0,0,1,1
61,62,528358010,3.044522437723423,RL,4.0943445622221,9.268043082104471,Pave,None,2,Lvl,AllPub,Inside,2,NoRidge,Norm,Norm,1Fam,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,5.82600010738045,4,3,PConc,4,3,1,GLQ,6.824373670043086,Unf,0.0,6.687108607866515,1720.0,GasA,5,Y,SBrkr,7.450660796211539,0.0,0.0,7.450660796211539,1.0,0.0,2,0,3,0.6931471805599453,4,7,7,1,TA,Attchd,7.599401333415815,3,2.0,527.0,3,3,2,5.484796933490655,4.04305126783455,5.043425116919247,0.0,0.0,0,0.0,None,0.0,3,2010,WD ,Normal,12.469978029554953,14,14,0,1727.4506607962117,3.0,9.086476384753798,52.15462557348078,0,0,1,1
62,63,528363130,4.110873864173311,RL,4.59511985013459,9.413852481341165,Pave,None,2,Lvl,AllPub,Corner,2,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,BrkFace,5.8944028342648505,4,3,PConc,5,3,3,GLQ,6.940222469119639,Unf,0.0,6.068425588244111,1463.0,GasA,5,Y,SBrkr,7.313886831633462,7.023758954738443,0.0,7.872073979866873,1.0,0.0,2,1,3,0.6931471805599453,4,9,7,2,TA,Attchd,7.598399329323964,2,2.0,712.0,3,3,2,5.231108616854587,3.4965075614664802,0.0,0.0,0.0,0,0.0,None,0.0,4,2010,WD ,Normal,12.691583538230217,16,15,1,1470.8720739798669,3.5,3.4965075614664802,62.976591838934986,1,0,1,1
63,64,528382020,4.110873864173311,RL,4.532599493153256,9.372884301161463,Pave,None,2,Lvl,AllPub,CulDSac,2,NoRidge,Norm,Norm,1Fam,2Story,8,7,1999,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.855071922202427,4,3,PConc,4,3,1,GLQ,6.263398262591624,Unf,0.0,6.444131256700441,1152.0,GasA,5,Y,SBrkr,7.060476365999801,7.009408932708637,0.0,7.7279755421055585,0.0,0.0,2,1,4,0.6931471805599453,4,9,7,1,Gd,Attchd,7.600902459542082,3,3.0,671.0,3,3,2,4.890349128221754,4.060443010546419,0.0,0.0,0.0,0,0.0,None,0.0,4,2010,WD ,Normal,12.577639650232573,11,3,1,1159.7279755421055,2.5,4.060443010546419,61.82380433684447,1,0,1,1
64,65,528382030,4.110873864173311,RL,4.07753744390572,9.727406483331627,Pave,None,1,Lvl,AllPub,CulDSac,2,NoRidge,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,3.4339872044851463,4,3,PConc,4,3,1,Unf,0.0,Unf,0.0,7.086737934510577,1195.0,GasA,4,Y,SBrkr,7.086737934510577,6.4692503167957724,0.0,7.517520850603031,0.0,0.0,2,1,4,0.6931471805599453,3,7,7,0,None,Attchd,7.6004023345004,3,2.0,486.0,3,3,2,0.0,4.406719247264253,0.0,0.0,0.0,0,0.0,None,0.0,6,2010,WD ,Normal,12.30592250537653,12,12,0,1202.517520850603,2.5,4.406719247264253,52.62264595422121,1,0,0,1
65,66,528386040,3.9318256327243257,RL,4.04305126783455,9.597030324758013,Pave,None,2,Lvl,AllPub,CulDSac,2,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,1995,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,6.363028103540465,4,3,PConc,4,3,3,GLQ,6.705639094860003,Unf,0.0,7.1049654482698426,2033.0,GasA,5,Y,SBrkr,7.627544390488503,7.078341579557671,0.0,8.08301991917133,1.0,0.0,2,1,4,0.6931471805599453,4,9,7,1,Ex,Attchd,7.599401333415815,3,3.0,666.0,3,3,2,5.648974238161206,4.465908118654584,0.0,0.0,0.0,0,0.0,None,0.0,3,2010,WD ,Normal,12.923914877701906,15,14,1,2041.0830199191714,3.5,4.465908118654584,64.66415935337064,0,0,1,1
66,67,528445060,3.044522437723423,RL,4.30406509320417,9.10364563330522,Pave,None,3,Lvl,AllPub,Inside,2,Somerst,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.424950017481403,4,3,PConc,4,3,0,Unf,0.0,Unf,0.0,7.3752557780097545,1595.0,GasA,5,Y,SBrkr,7.3752557780097545,0.0,0.0,7.3752557780097545,0.0,0.0,2,0,2,0.6931471805599453,4,6,7,1,Gd,Attchd,7.603897968521881,2,3.0,880.0,3,3,2,4.976733742420574,0.0,0.0,0.0,0.0,0,0.0,None,0.0,5,2010,WD ,Normal,12.308182383129823,5,4,1,1602.3752557780097,2.0,0.0,59.002046224078036,1,0,1,1
67,68,528456160,3.044522437723423,FV,4.532599493153256,9.128696382935672,Pave,None,3,Lvl,AllPub,Inside,2,Somerst,Norm,Norm,1Fam,1Story,7,5,2009,2010,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,Unf,0.0,Unf,0.0,7.105786129481271,1218.0,GasA,5,Y,SBrkr,7.105786129481271,0.0,0.0,7.105786129481271,0.0,0.0,2,0,2,0.6931471805599453,4,4,7,0,None,Attchd,7.605890001053122,2,2.0,676.0,3,3,2,0.0,4.919980925828125,0.0,0.0,0.0,0,0.0,None,0.0,4,2010,New,Partial,12.228328144428588,1,0,1,1225.1057861294812,2.0,4.919980925828125,49.740502906368896,1,0,0,1
68,69,528458070,4.110873864173311,FV,4.290459441148391,9.0642735958414,Pave,None,3,Lvl,AllPub,Inside,2,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,2,GLQ,3.2188758248682006,Unf,0.0,6.597145701886651,756.0,GasA,5,Y,SBrkr,6.639875833826536,6.664409020350408,0.0,7.344719054149673,0.0,0.0,2,1,3,0.6931471805599453,4,7,7,0,None,Attchd,7.605890001053122,1,2.0,614.0,3,3,2,5.135798437050262,3.828641396489095,0.0,0.0,0.0,0,0.0,None,0.0,6,2010,Con,Normal,12.279327754099118,1,1,0,763.3447190541497,2.5,3.828641396489095,51.41303337904771,1,0,0,1
